unnamed:_0,customerid,gender,location,tenure_months,transaction_id,transaction_date,product_sku,product_description,product_category,quantity,avg_price,delivery_charges,coupon_status,gst,date,offline_spend,online_spend,month,coupon_code,discount_pct,payment_status,delivery_days,customer_rating,return_status,customer_city,discount_percent,order_priority,support_calls,membership,price_after_discount
3589,13448.0,F,California,41.0,16891.0,2019-01-03,GGOEGHGC019799,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,NO_COUPON,10.0,,5.0,2.0,Returned,Unknown,10.0, high ,2.0,Platinum,3.249
3590,13448.0,F,California,41.0,16891.0,2019-01-03,GGOEGHGH019699,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,,5.0,3.0,Unknown,Delhi,15.0,Unknown,2.0, gold ,3.0685
3591,13448.0,F,California,41.0,16891.0,2019-01-03,GGOEGHGR019499,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,pending,3.0,5.0,Unknown, Chennai ,25.0,Medium,2.0,Gold,2.7075
3592,13448.0,F,California,41.0,16891.0,2019-01-03,GGOEGHGT019599,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Used,0.18,1/3/2019,4500.0,1576.38,1,NEWUSER,10.0,pending,3.0,4.0,Unknown, Chennai ,15.0,High,0.0,Platinum,3.0685
3593,15862.0,F,California,24.0,16927.0,2019-01-03,GGOEGCBN016899,Google Pet Feeding Mat,Lifestyle,1.0,7.21,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,NO_COUPON,10.0, paid ,3.0,4.0,Unknown,Mumbai,10.0,Unknown,2.0,Silver,6.489
3594,17850.0,M,Chicago,12.0,16990.0,2019-01-04,GGOEGHGC019799,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE20,10.0,failed,3.0,5.0,Returned, Chennai ,15.0,Unknown,0.0,Platinum,2.9495
3595,17850.0,M,Chicago,12.0,16990.0,2019-01-04,GGOEGHGH019699,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,NO_COUPON,10.0,,3.0,2.0,Unknown, Chennai ,15.0,Medium,2.0,Unknown,2.9495
3596,17850.0,M,Chicago,12.0,16990.0,2019-01-04,GGOEGHGR019499,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Not Used,0.18,1/4/2019,4500.0,2928.55,1,NO COUPON,10.0,,3.0,1.0,Unknown, Chennai ,15.0,Unknown,2.0,Unknown,2.9495
3597,17850.0,M,Chicago,12.0,16990.0,2019-01-04,GGOEGHGT019599,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SAVE10,10.0,,3.0,3.175792699173994,Unknown,Unknown,15.0,Medium,3.0, gold ,2.9495
3598,17850.0,M,Chicago,12.0,16991.0,2019-01-04,GGOEGHGC019799,Google Sunglasses,Lifestyle,1.0,2.89,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,NEWUSER,10.0,pending,3.0,3.0,Returned, Chennai ,15.0, high ,2.0,Silver,2.4565
3599,17850.0,M,Chicago,12.0,16991.0,2019-01-04,GGOEGHGR019499,Google Sunglasses,Lifestyle,1.0,2.89,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,NEWUSER,10.0,paid,3.0,3.175792699173994, returned ,Unknown,10.0,High,2.0, gold ,2.601
3600,14307.0,F,California,28.0,16992.0,2019-01-04,GGOEGBRC021399,Yoga Mat Blue,Lifestyle,2.0,27.84,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SAVE10,10.0,pending,7.0,1.0,Returned,Delhi,25.0,Medium,2.0, gold ,20.88
3601,14307.0,F,California,28.0,16992.0,2019-01-04,GGOEGCNB021099,Seat Pack Organizer,Lifestyle,3.0,12.37,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,NEWUSER,10.0,failed,3.0,3.0,Not Returned,Unknown,15.0,High,2.0,Silver,10.514499999999998
3602,14307.0,F,California,28.0,16992.0,2019-01-04,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,5.0,9.27,6.5,Not Used,0.18,1/4/2019,4500.0,2928.55,1,SAVE10,10.0,paid,3.0,2.0,Unknown, Chennai ,25.0,Medium,2.0, gold ,6.9525
3603,17908.0,F,California,15.0,17030.0,2019-01-04,GGOEGFSR022099,Google Kick Ball,Lifestyle,30.0,1.59,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,NEWUSER,10.0,pending,7.0,4.0,Not Returned,Delhi,10.0,High,3.0,Silver,1.431
3604,17908.0,F,California,15.0,17032.0,2019-01-04,GGOEGCKQ013199,1 oz Hand Sanitizer,Lifestyle,1.0,2.05,6.5,Used,0.18,1/4/2019,4500.0,2928.55,1,SAVE10,10.0,failed,3.0,3.175792699173994, returned , Chennai ,15.0,Unknown,2.0,Unknown,1.7424999999999997
3605,17908.0,F,California,15.0,17032.0,2019-01-04,GGOEGPJR018999,7&quot; Dog Frisbee,Lifestyle,1.0,1.55,6.5,Not Used,0.18,1/4/2019,4500.0,2928.55,1,NO_COUPON,10.0,paid,5.0,3.175792699173994,Returned,Unknown,20.0,Medium,2.0,Unknown,1.2400000000000002
3606,13576.0,M,New York,23.0,17986.0,2019-01-16,GGOEGCVB072399,Google Executive Umbrella,Lifestyle,1.0,28.88,6.5,Used,0.18,1/16/2019,3000.0,3727.61,1,SAVE10,10.0,,7.0,3.0,Unknown,Unknown,15.0,Unknown,4.0, gold ,24.548
3607,13090.0,M,New Jersey,4.0,18013.0,2019-01-16,GGOEGHGC019799,Google Sunglasses,Lifestyle,2.0,2.89,6.5,Clicked,0.18,1/16/2019,3000.0,3727.61,1,UNKNOWN,10.0,pending,2.0,3.175792699173994,Unknown,Mumbai,20.0,Unknown,0.0,Unknown,2.3120000000000003
3608,15694.0,F,New York,41.0,18013.0,2019-01-16,GGOEGHGR019499,Google Sunglasses,Lifestyle,2.0,2.89,6.5,Used,0.18,1/16/2019,3000.0,3727.61,1,NO COUPON,10.0,,3.0,1.0,Unknown,Unknown,15.0,Medium,2.0,Unknown,2.4565
3609,17850.0,M,Chicago,12.0,18031.0,2019-01-17,GGOEAKDH019899,Windup Android,Lifestyle,2.0,3.29,6.5,Clicked,0.18,1/17/2019,3000.0,417.73,1,NO COUPON,10.0,paid,7.0,5.0,Returned, Chennai ,25.0,Low,2.0,Silver,2.4675000000000002
3610,17850.0,M,Chicago,12.0,18082.0,2019-01-17,GGOEGHGH019699,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Clicked,0.18,1/17/2019,3000.0,417.73,1,SALE20,10.0,pending,5.0,1.0,Not Returned, Chennai ,10.0,Low,0.0,Silver,3.123
3611,17850.0,M,Chicago,12.0,18082.0,2019-01-17,GGOEGHGR019499,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Used,0.18,1/17/2019,3000.0,417.73,1,UNKNOWN,10.0,paid,3.0,3.0, returned ,Unknown,15.0,Medium,1.0, gold ,2.9495
3612,17732.0,F,Chicago,8.0,18061.0,2019-01-17,GGOEGHGH019699,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Not Used,0.18,1/17/2019,3000.0,417.73,1,NEWUSER,10.0,pending,7.0,3.175792699173994,Not Returned,Delhi,25.0,Unknown,2.0,Gold,2.7075
3613,17732.0,F,Chicago,8.0,18068.0,2019-01-17,GGOEGHGC019799,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Not Used,0.18,1/17/2019,3000.0,417.73,1,UNKNOWN,10.0,failed,3.0,1.0,Unknown,Unknown,15.0,Low,4.0, gold ,3.0685
3614,15752.0,F,New York,27.0,18082.0,2019-01-17,GGOEGHGT019599,Google Sunglasses,Lifestyle,26.0,3.47,6.5,Used,0.18,1/17/2019,3000.0,417.73,1,NO_COUPON,10.0,,2.0,3.0,Unknown,Mumbai,20.0,Medium,3.0,Gold,2.7760000000000002
3615,17850.0,M,Chicago,12.0,18222.0,2019-01-18,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,UNKNOWN,10.0,pending,1.0,4.0,Unknown,Delhi,15.0, high ,2.0,Unknown,3.502
3616,13108.0,F,Chicago,45.0,18155.0,2019-01-18,GGOEGCKQ013199,1 oz Hand Sanitizer,Lifestyle,52.0,1.97,6.5,Not Used,0.18,1/18/2019,3000.0,1312.5,1,NO COUPON,10.0,,3.0,2.0,Not Returned,Unknown,15.0,High,3.0,Unknown,1.6744999999999999
3617,15601.0,F,Chicago,46.0,18170.0,2019-01-18,GGOEGHGH019699,Google Sunglasses,Lifestyle,4.0,3.61,28.78,Not Used,0.18,1/18/2019,3000.0,1312.5,1,UNKNOWN,10.0,,3.0,5.0,Returned,Mumbai,5.0, high ,4.0, gold ,3.4294999999999995
3618,13418.0,F,New York,22.0,18190.0,2019-01-18,GGOEGHGC019799,Google Sunglasses,Lifestyle,15.0,2.89,6.5,Not Used,0.18,1/18/2019,3000.0,1312.5,1,SAVE10,10.0, paid ,3.0,2.0, returned ,Unknown,20.0,Unknown,1.0, gold ,2.3120000000000003
3619,13418.0,F,New York,22.0,18190.0,2019-01-18,GGOEGHGH019699,Google Sunglasses,Lifestyle,5.0,2.89,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,NO_COUPON,10.0,,3.0,3.0, returned ,Unknown,15.0,Low,3.0, gold ,2.4565
3620,13418.0,F,New York,22.0,18190.0,2019-01-18,GGOEGHGR019499,Google Sunglasses,Lifestyle,15.0,2.89,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,NEWUSER,10.0,,3.0,2.0,Returned,Delhi,5.0,Unknown,3.0,Silver,2.7455
3621,14388.0,F,California,6.0,18238.0,2019-01-18,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,SALE20,10.0,,3.0,3.175792699173994,Not Returned,Unknown,20.0,Low,0.0,Unknown,3.2960000000000003
3622,14388.0,F,California,6.0,18238.0,2019-01-18,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/18/2019,3000.0,1312.5,1,NO_COUPON,10.0,paid,3.0,5.0,Returned,Delhi,25.0,High,1.0,Silver,3.09
3623,14388.0,F,California,6.0,18242.0,2019-01-18,GGOEGHGR019499,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Used,0.18,1/18/2019,3000.0,1312.5,1,UNKNOWN,10.0,failed,5.0,2.0,Unknown,Mumbai,10.0,Low,0.0,Platinum,3.249
3624,15923.0,F,Chicago,34.0,18470.0,2019-01-21,GGOEAKDH019899,Windup Android,Lifestyle,1.0,3.29,6.5,Clicked,0.18,1/21/2019,3000.0,640.93,1,SALE20,10.0,,3.0,1.0,Unknown,Chennai,25.0,High,3.0, gold ,2.4675000000000002
3625,15923.0,F,Chicago,34.0,18470.0,2019-01-21,GGOEGFSR022099,Google Kick Ball,Lifestyle,1.0,1.64,6.5,Not Used,0.18,1/21/2019,3000.0,640.93,1,SAVE10,10.0, paid ,3.0,4.0, returned ,Delhi,25.0,Low,2.0,Gold,1.23
3626,16752.0,M,New York,42.0,18477.0,2019-01-21,GGOEAKDH019899,Windup Android,Lifestyle,1.0,4.12,6.5,Used,0.18,1/21/2019,3000.0,640.93,1,NO_COUPON,10.0,pending,7.0,4.0,Not Returned, Chennai ,15.0,Unknown,2.0,Unknown,3.502
3627,15363.0,M,New York,32.0,18534.0,2019-01-22,GGOEGCBN016899,Google Pet Feeding Mat,Lifestyle,1.0,5.77,6.5,Clicked,0.18,1/22/2019,1000.0,1049.73,1,NO COUPON,10.0,,3.0,4.0,Unknown, Chennai ,15.0, high ,2.0,Unknown,4.9045
3628,15544.0,M,Chicago,22.0,18546.0,2019-01-22,GGOEGHGC019799,Google Sunglasses,Lifestyle,1.0,2.89,6.5,Used,0.18,1/22/2019,1000.0,1049.73,1,SAVE10,10.0,failed,7.0,3.175792699173994,Unknown,Delhi,15.0,Low,1.0,Silver,2.4565
3629,15544.0,M,Chicago,22.0,18549.0,2019-01-22,GGOEAKDH019899,Windup Android,Lifestyle,3.0,3.29,6.5,Clicked,0.18,1/22/2019,1000.0,1049.73,1,NEWUSER,10.0,failed,7.0,4.0,Unknown, Chennai ,10.0,Unknown,1.0,Unknown,2.9610000000000003
3630,15738.0,M,New Jersey,16.0,18559.0,2019-01-22,GGOEGHGR019499,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Clicked,0.18,1/22/2019,1000.0,1049.73,1,NO_COUPON,10.0,,2.0,4.0,Returned, Chennai ,15.0,High,3.0,Unknown,3.0685
3631,17850.0,M,Chicago,12.0,18745.0,2019-01-24,GGOEAKDH019899,Windup Android,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,NO COUPON,10.0, paid ,2.0,4.0, returned ,Unknown,15.0,High,3.0,Unknown,3.502
3632,17850.0,M,Chicago,12.0,18745.0,2019-01-24,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,2.0,5.15,6.5,Not Used,0.18,1/24/2019,1000.0,560.02,1,NO_COUPON,10.0,pending,5.0,4.0,Returned, Chennai ,15.0,Unknown,2.0,Unknown,4.3775
3633,17850.0,M,Chicago,12.0,18764.0,2019-01-24,GGOEAKDH019899,Windup Android,Lifestyle,1.0,4.12,6.5,Not Used,0.18,1/24/2019,1000.0,560.02,1,NO_COUPON,10.0,paid,2.0,3.175792699173994,Unknown, Chennai ,10.0,Medium,0.0,Platinum,3.708
3634,17802.0,F,California,13.0,18692.0,2019-01-24,GGOEGCBC016999,Google Pet Feeding Mat,Lifestyle,1.0,5.77,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,SALE20,10.0, paid ,2.0,4.0,Not Returned,Unknown,15.0,High,0.0,Platinum,4.9045
3635,17802.0,F,California,13.0,18692.0,2019-01-24,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,1.0,1.24,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,NO_COUPON,10.0,paid,1.0,5.0,Unknown,Unknown,5.0,Unknown,2.0,Platinum,1.178
3636,17802.0,F,California,13.0,18692.0,2019-01-24,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,NEWUSER,10.0,,3.0,1.0,Returned,Unknown,10.0, high ,2.0,Gold,3.708
3637,17802.0,F,California,13.0,18692.0,2019-01-24,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,SAVE10,10.0,paid,3.0,4.0,Unknown,Delhi,10.0,High,4.0,Unknown,3.708
3638,17976.0,M,Washington DC,12.0,18703.0,2019-01-24,GGOEGHGC019799,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,NO_COUPON,10.0,,3.0,2.0, returned , Chennai ,15.0, high ,2.0,Unknown,3.0685
3639,17976.0,M,Washington DC,12.0,18709.0,2019-01-24,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,1.0,9.27,6.5,Clicked,0.18,1/24/2019,1000.0,560.02,1,NEWUSER,10.0,,3.0,2.0,Returned,Mumbai,15.0,High,3.0,Platinum,7.879499999999999
3640,17850.0,M,Chicago,12.0,18924.0,2019-01-26,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,3.0,9.27,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,NEWUSER,10.0,paid,3.0,5.0,Unknown,Unknown,10.0, high ,4.0,Gold,8.343
3641,17850.0,M,Chicago,12.0,18939.0,2019-01-26,GGOEGCNB021099,Seat Pack Organizer,Lifestyle,1.0,9.89,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,NEWUSER,10.0,,1.0,2.0,Unknown,Mumbai,25.0,Medium,3.0,Unknown,7.4175
3642,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGFSR022099,Google Kick Ball,Lifestyle,5.0,1.64,74.74,Used,0.18,1/26/2019,1000.0,937.58,1,SALE20,10.0,paid,3.0,2.0,Not Returned,Mumbai,15.0, high ,1.0, gold ,1.394
3643,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGHGC019799,Google Sunglasses,Lifestyle,5.0,2.89,74.74,Not Used,0.18,1/26/2019,1000.0,937.58,1,NO_COUPON,10.0,pending,3.0,4.0,Returned,Chennai,20.0, high ,2.0,Platinum,2.3120000000000003
3644,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGHGH019699,Google Sunglasses,Lifestyle,5.0,2.89,74.74,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE20,10.0,,2.0,4.0,Returned,Unknown,5.0,Unknown,2.0,Silver,2.7455
3645,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGHGR019499,Google Sunglasses,Lifestyle,5.0,2.89,74.74,Not Used,0.18,1/26/2019,1000.0,937.58,1,SALE20,10.0,failed,3.0,5.0,Not Returned, Chennai ,15.0,Low,2.0,Platinum,2.4565
3646,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGHGT019599,Google Sunglasses,Lifestyle,5.0,2.89,74.74,Clicked,0.18,1/26/2019,1000.0,937.58,1,NEWUSER,10.0,,7.0,3.0, returned ,Unknown,10.0,High,4.0,Platinum,2.601
3647,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,2.0,1.24,74.74,Clicked,0.18,1/26/2019,1000.0,937.58,1,UNKNOWN,10.0,failed,2.0,3.0,Not Returned, Chennai ,15.0, high ,2.0,Silver,1.054
3648,17567.0,F,California,9.0,18886.0,2019-01-26,GGOEGPJR018999,7&quot; Dog Frisbee,Lifestyle,2.0,1.24,74.74,Used,0.18,1/26/2019,1000.0,937.58,1,UNKNOWN,10.0, paid ,3.0,3.0,Returned,Unknown,10.0,Unknown,2.0,Silver,1.116
3649,15061.0,M,California,7.0,18906.0,2019-01-26,GGOEGFSR022099,Google Kick Ball,Lifestyle,1.0,1.64,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,NEWUSER,10.0, paid ,3.0,2.0,Not Returned, Chennai ,15.0,High,2.0,Unknown,1.394
3650,15061.0,M,California,7.0,18908.0,2019-01-26,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1.0,5.15,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,NO COUPON,10.0,paid,5.0,3.0,Returned,Unknown,15.0,Medium,3.0,Platinum,4.3775
3651,15061.0,M,California,7.0,18915.0,2019-01-26,GGOEGFSR022099,Google Kick Ball,Lifestyle,3.0,1.64,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,NO COUPON,10.0,pending,3.0,3.175792699173994,Unknown,Unknown,15.0,Unknown,3.0,Silver,1.394
3652,15061.0,M,California,7.0,18919.0,2019-01-26,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,1.0,7.42,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,UNKNOWN,10.0,,3.0,3.175792699173994,Unknown,Unknown,10.0,Medium,3.0,Unknown,6.678
3653,15061.0,M,California,7.0,18923.0,2019-01-26,GGOEGCVB072399,Google Executive Umbrella,Lifestyle,2.0,28.88,57.74,Clicked,0.18,1/26/2019,1000.0,937.58,1,SAVE10,10.0,pending,1.0,4.0,Not Returned,Unknown,15.0,Unknown,2.0,Silver,24.548
3654,15061.0,M,California,7.0,18924.0,2019-01-26,GGOEAKDH019899,Windup Android,Lifestyle,5.0,4.12,6.5,Clicked,0.18,1/26/2019,1000.0,937.58,1,SALE20,10.0, paid ,1.0,3.175792699173994,Not Returned,Mumbai,25.0,Medium,2.0,Gold,3.09
3655,14688.0,F,New York,46.0,16738.0,2019-01-02,GGOEAKDH019899,Windup Android,Lifestyle,2.0,3.29,6.5,Clicked,0.18,1/2/2019,4500.0,3480.36,1,SALE20,10.0,paid,3.0,3.0,Unknown,Unknown,25.0, high ,0.0,Silver,2.4675000000000002
3656,15311.0,F,Chicago,40.0,16769.0,2019-01-02,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,6.0,1.24,6.5,Clicked,0.18,1/2/2019,4500.0,3480.36,1,SAVE10,10.0, paid ,2.0,4.0,Not Returned, Chennai ,25.0,Unknown,3.0,Unknown,0.9299999999999999
3657,15311.0,F,Chicago,40.0,16769.0,2019-01-02,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/2/2019,4500.0,3480.36,1,SALE20,10.0,,3.0,3.175792699173994,Returned,Delhi,20.0,Unknown,2.0,Platinum,3.2960000000000003
3658,15311.0,F,Chicago,40.0,16769.0,2019-01-02,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,1.0,4.12,6.5,Clicked,0.18,1/2/2019,4500.0,3480.36,1,NEWUSER,10.0,failed,3.0,3.175792699173994,Unknown, Chennai ,15.0,Unknown,2.0, gold ,3.502
3659,16029.0,F,Washington DC,40.0,16801.0,2019-01-02,GGOEGFSR022099,Google Kick Ball,Lifestyle,5.0,1.64,6.5,Clicked,0.18,1/2/2019,4500.0,3480.36,1,SAVE10,10.0, paid ,3.0,1.0,Unknown,Unknown,15.0, high ,1.0,Unknown,1.394
3660,16250.0,F,California,30.0,16812.0,2019-01-02,GGOEGFSR022099,Google Kick Ball,Lifestyle,1.0,1.64,17.96,Used,0.18,1/2/2019,4500.0,3480.36,1,SAVE10,10.0,,3.0,2.0,Not Returned,Unknown,20.0,Low,2.0, gold ,1.312
3661,16250.0,F,California,30.0,16812.0,2019-01-02,GGOEGHGH019699,Google Sunglasses,Lifestyle,1.0,2.89,17.96,Used,0.18,1/2/2019,4500.0,3480.36,1,NEWUSER,10.0, paid ,3.0,4.0, returned ,Delhi,5.0,Unknown,4.0,Platinum,2.7455
3662,16250.0,F,California,30.0,16812.0,2019-01-02,GGOEGHGT019599,Google Sunglasses,Lifestyle,1.0,2.89,17.96,Used,0.18,1/2/2019,4500.0,3480.36,1,NEWUSER,10.0,failed,5.0,3.175792699173994,Returned,Chennai,15.0,Unknown,1.0,Silver,2.4565
3663,17757.0,F,New York,45.0,19153.0,2019-01-30,GGOEAKDH019899,Windup Android,Lifestyle,12.0,3.29,99.55,Clicked,0.18,1/30/2019,700.0,981.86,1,NO_COUPON,10.0,failed,7.0,5.0,Unknown,Chennai,15.0,Unknown,2.0,Unknown,2.7965
3664,18239.0,M,New York,20.0,19189.0,2019-01-30,GGOEGHGH019699,Google Sunglasses,Lifestyle,5.0,2.89,41.3,Used,0.18,1/30/2019,700.0,981.86,1,SALE20,10.0,failed,1.0,5.0,Not Returned,Chennai,15.0,Low,1.0,Silver,2.4565
3665,18239.0,M,New York,20.0,19189.0,2019-01-30,GGOEGHGR019499,Google Sunglasses,Lifestyle,5.0,2.89,41.3,Not Used,0.18,1/30/2019,700.0,981.86,1,SAVE10,10.0,paid,3.0,3.0, returned ,Chennai,5.0,Unknown,2.0,Gold,2.7455
3666,18239.0,M,New York,20.0,19189.0,2019-01-30,GGOEGHGT019599,Google Sunglasses,Lifestyle,5.0,2.89,41.3,Used,0.18,1/30/2019,700.0,981.86,1,SALE20,10.0,paid,2.0,4.0,Unknown, Chennai ,15.0,Medium,2.0,Unknown,2.4565
3667,14395.0,M,New Jersey,4.0,19236.0,2019-01-30,GGOEAKDH019899,Windup Android,Lifestyle,5.0,3.29,28.78,Used,0.18,1/30/2019,700.0,981.86,1,NO_COUPON,10.0,pending,7.0,4.0,Returned,Unknown,15.0,High,4.0,Platinum,2.7965
3668,14395.0,M,New Jersey,4.0,19236.0,2019-01-30,GGOEGFSR022099,Google Kick Ball,Lifestyle,3.0,1.64,28.78,Used,0.18,1/30/2019,700.0,981.86,1,SAVE10,10.0,failed,7.0,1.0,Not Returned,Unknown,10.0, high ,0.0,Silver,1.476
3669,15093.0,M,California,46.0,19244.0,2019-01-30,GGOEGCKQ013199,1 oz Hand Sanitizer,Lifestyle,21.0,1.96,6.5,Clicked,0.18,1/30/2019,700.0,981.86,1,SALE20,10.0,,3.0,2.0, returned , Chennai ,10.0,Unknown,4.0,Unknown,1.764
3670,14449.0,M,New Jersey,39.0,18792.0,2019-01-25,GGOEGHGT019599,Google Sunglasses,Lifestyle,1.0,3.61,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,NO COUPON,10.0, paid ,3.0,3.0,Returned,Mumbai,15.0,High,3.0,Unknown,3.0685
3671,16186.0,F,New York,18.0,18830.0,2019-01-25,GGOEAKDH019899,Windup Android,Lifestyle,3.0,3.29,6.5,Used,0.18,1/25/2019,1000.0,1124.95,1,NO_COUPON,10.0,paid,3.0,1.0,Not Returned,Unknown,5.0,Medium,3.0,Unknown,3.1254999999999997
3672,16186.0,F,New York,18.0,18830.0,2019-01-25,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,3.0,7.42,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,UNKNOWN,10.0,failed,7.0,5.0,Not Returned,Unknown,25.0, high ,4.0,Unknown,5.5649999999999995
3673,17685.0,M,Washington DC,37.0,18830.0,2019-01-25,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,2.0,1.24,6.5,Clicked,0.18,1/25/2019,1000.0,1124.95,1,SAVE10,10.0,pending,2.0,5.0,Returned, Chennai ,15.0,Unknown,3.0,Unknown,1.054
3674,17685.0,M,Washington DC,37.0,18830.0,2019-01-25,GGOEGPJR018999,7&quot; Dog Frisbee,Lifestyle,2.0,1.24,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,NO_COUPON,10.0,pending,3.0,2.0, returned ,Mumbai,15.0,Unknown,1.0,Gold,1.054
3675,17685.0,M,Washington DC,37.0,18834.0,2019-01-25,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,1.0,7.42,6.5,Clicked,0.18,1/25/2019,1000.0,1124.95,1,SAVE10,10.0,,5.0,3.0,Unknown,Unknown,15.0,Medium,2.0,Platinum,6.3069999999999995
3676,17581.0,M,California,25.0,18860.0,2019-01-25,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,1.0,1.55,6.5,Not Used,0.18,1/25/2019,1000.0,1124.95,1,NEWUSER,10.0,,2.0,4.0,Returned,Unknown,5.0,Unknown,2.0,Unknown,1.4725
3677,13138.0,F,California,21.0,18872.0,2019-01-25,GGOEAKDH019899,Windup Android,Lifestyle,1.0,3.29,6.5,Used,0.18,1/25/2019,1000.0,1124.95,1,SAVE10,10.0,,1.0,3.175792699173994,Unknown,Chennai,10.0,Unknown,2.0,Silver,2.9610000000000003
3678,13138.0,F,California,21.0,18872.0,2019-01-25,GGOEGHGH019699,Google Sunglasses,Lifestyle,2.0,2.89,6.5,Clicked,0.18,1/25/2019,1000.0,1124.95,1,SAVE10,10.0, paid ,5.0,4.0,Not Returned,Unknown,15.0,Low,4.0,Gold,2.4565
3679,17920.0,F,California,18.0,17118.0,2019-01-05,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1.0,5.15,6.5,Not Used,0.18,1/5/2019,4500.0,4055.3,1,NEWUSER,10.0,paid,3.0,5.0,Unknown,Unknown,25.0,Low,4.0, gold ,3.8625000000000003
